instrument,alpha,alpha2,key,text_en,text_zh,label,label_zh,IPIP_item_number
AB5C,0.76,,1,Expect dedicated work from others.,我期望他人盡心盡力工作。,Perfectionism,完美主義,H270
AB5C,0.76,,-1,Experience my emotions intensely.,我強烈體驗情緒。,Tranquility,平靜,X92
AB5C,0.76,,1,Experience very few emotional highs and lows.,我很少經歷情緒起伏。,Tranquility,平靜,X267
AB5C,0.78,,1,Express childlike joy.,我表達出童真的喜悅。,Self-disclosure,自我揭露,H66
AB5C,0.82,,1,Express myself easily.,我能輕易表達自己。,Leadership,領導力,H17
AB5C,0.82,,1,Feel comfortable around people.,我在人群中感到自在。,Poise,鎮定,X112
AB5C,0.84,,1,Feel comfortable with myself.,我對自己感到自在。,Happiness,快樂,X129
AB5C,0.84,,-1,Feel crushed by setbacks.,我因挫折而崩潰。,Toughness,堅韌性,H643
AB5C,0.81,,-1,Feel little concern for others.,我很少關心他人。,Understanding,理解,X244
AB5C,0.74,,1,Feel sympathy for those who are worse off than myself.,我同情那些比我更不幸的人。,Sympathy,同理心,
AB5C,0.84,,-1,Feel threatened easily.,我容易感到威脅。,Happiness,快樂,H612
AB5C,0.82,,-1,Find it difficult to approach others.,我發現很難接近他人。,Poise,鎮定,H592
AB5C,0.83,,-1,Find it difficult to get down to work.,我發現很難開始工作。,Efficiency,效率,H1171
AB5C,0.76,,-1,Find it hard to forgive others.,我發現很難原諒他人。,Pleasantness,愉快性,X210
AB5C,0.83,,1,Finish what I start.,我完成我開始的事。,Efficiency,效率,H254
AB5C,0.78,,1,Follow a schedule.,我遵循時間表。,Orderliness,條理性,X179
AB5C,0.78,,1,Follow directions.,我遵循指示。,Dutifulness,盡責性,H319
AB5C,0.78,,1,Follow through on my commitments.,我履行承諾。,Organization,組織,X146
AB5C,0.83,,1,Follow through with my plans.,我貫徹我的計劃。,Efficiency,效率,X196
AB5C,0.83,,-1,Frequently forget to do things.,我經常忘記做事。,Efficiency,效率,X194
AB5C,0.67,,1,Get a head start on others.,我比他人搶先一步。,Rationality,理性,H332
AB5C,0.86,,-1,Get caught up in my problems.,我陷入自己的問題中。,Stability,穩定性,X120
AB5C,0.83,,1,Get chores done right away.,我馬上完成家務。,Efficiency,效率,E119
AB5C,0.83,,-1,Get furious.,我會大發雷霆。,Calmness,冷靜,H759
AB5C,0.76,,-1,Get out of control.,我失去控制。,Moderation,節制,H925
AB5C,0.84,,-1,Get overwhelmed by emotions.,我被情緒淹沒。,Imperturbability,沉著,H950
AB5C,0.86,,-1,Get stressed out easily.,我容易感到壓力。,Stability,穩定性,X107
AB5C,0.81,,1,Get to work at once.,我馬上開始工作。,Purposefulness,目的性,"H517, X55"
AB5C,0.86,,-1,Get upset easily.,我容易沮喪。,Stability,穩定性,X95
AB5C,0.82,,-1,Give up easily.,我容易放棄。,Poise,鎮定,"H1144, V200"
AB5C,0.66,,-1,Go my own way.,我走自己的路。,Sociability,社交性,H400
AB5C,0.71,,1,Go out of my way for others.,我會為他人著想。,Nurturance,培育,H1179
AB5C,0.81,,1,Handle tasks smoothly.,我順利處理任務。,Purposefulness,目的性,H1354
AB5C,0.72,,-1,Hate to seem pushy.,我討厭看起來咄咄逼人。,Provocativeness,挑釁性,E31
AB5C,0.76,,1,Have a good word for everyone.,我對每個人都有好話說。,Pleasantness,愉快性,H22
AB5C,0.82,,1,Have a lot of fun.,我玩得很開心。,Poise,鎮定,H1094
AB5C,0.71,,1,Have a point of view all my own.,我有自己獨特的觀點。,Introspection/Private Self-Consciousness,內省/私人自我意識,H581
AB5C,0.71,,1,Have a soft heart.,我有顆柔軟的心。,Nurturance,培育,X177
AB5C,0.78,,1,Have a vivid imagination.,我有生動的想像力。,Imagination,想像力,X14
AB5C,0.78,,1,Have an eye for detail.,我對細節有敏銳的觀察。,Organization,組織,H1356
AB5C,0.84,,-1,Have crying fits.,我有哭泣的發作。,Imperturbability,沉著,H956
AB5C,0.83,,-1,Have days when I'm mad at the world.,我有對世界感到憤怒的日子。,Calmness,冷靜,E81
AB5C,0.82,,-1,Have difficulty expressing my feelings.,我難以表達自己的感受。,Leadership,領導力,X97
AB5C,0.84,,-1,Have difficulty imagining things.,我難以想像事物。,Ingenuity,創造力,"H1382, X7"
AB5C,0.83,,-1,Have difficulty starting tasks.,我難以開始任務。,Efficiency,效率,H621
AB5C,0.81,,-1,Have difficulty understanding abstract ideas.,我難以理解抽象概念。,Creativity/Originality,創造力/原創性,X176
AB5C,0.84,,1,Have excellent ideas.,我有很好的想法。,Ingenuity,創造力,H1313
AB5C,0.76,,-1,Have frequent mood swings.,我情緒經常波動。,Tranquility,平靜,E92
AB5C,0.82,,-1,Have little to say.,我沒什麼話可說。,Leadership,領導力,H1039
AB5C,0.67,,1,Have no sympathy for criminals.,我對罪犯沒有同情心。,Rationality,理性,E169
AB5C,0.73,,-1,Impose my will on others.,我把我的意志強加於他人。,Cooperation,合作,H721
AB5C,0.84,,1,Inquire about others' well-being.,我關心他人的健康。,Warmth,熱情,H225
AB5C,0.76,,-1,Insult people.,我侮辱他人。,Pleasantness,愉快性,H1103
AB5C,0.78,,1,Joke around a lot.,我經常開玩笑。,Self-disclosure,自我揭露,H86
AB5C,0.77,,-1,Jump into things without thinking.,我不假思索就投入事情。,Cautiousness,謹慎,E46
AB5C,0.76,,1,Keep a sharp eye on others' work.,我密切關注他人的工作。,Perfectionism,完美主義,H275
AB5C,0.83,,-1,Keep in the background.,我保持低調。,Gregariousness,合群性,"H154, X34"
AB5C,0.75,,1,Keep my checkbook balanced.,我保持支票簿平衡。,Conscientiousness,盡責性,E20
AB5C,0.86,,1,Keep my cool.,我保持冷靜。,Stability,穩定性,X191
AB5C,0.78,,1,Keep my emotions under control.,我控制自己的情緒。,Impulse-Control,衝動控制,H381
AB5C,0.83,,-1,Keep my thoughts to myself.,我把想法藏在心裡。,Gregariousness,合群性,H588
AB5C,0.78,,1,Keep myself well-groomed.,我保持自己的儀容整潔。,Dutifulness,盡責性,H314
AB5C,0.85,,-1,Keep others at a distance.,我與他人保持距離。,Friendliness,友善,H704
AB5C,0.73,,-1,Keep up an appearance.,我保持外表。,Cool-headedness,冷靜,H1022
AB5C,0.74,,1,Know how to apply my knowledge.,我知道如何應用我的知識。,Competence,能力,H1336
AB5C,0.82,,1,Know how to captivate people.,我知道如何吸引人。,Leadership,領導力,H1110
AB5C,0.84,,1,Know how to cope.,我知道如何應對。,Toughness,堅韌性,"H1281, X69"
AB5C,0.72,,1,Know how to get around the rules.,我知道如何規避規則。,Provocativeness,挑釁性,H1327
AB5C,0.72,,1,Know no limits.,我不知道界限。,Provocativeness,挑釁性,H873
AB5C,0.81,,1,Know the answers to many questions.,我知道許多問題的答案。,Creativity/Originality,創造力/原創性,
AB5C,0.75,,1,Know what I want.,我知道自己想要什麼。,Assertiveness,自信堅定,H328
AB5C,0.77,,-1,Laugh at the slightest provocation.,我稍有挑釁就笑。,Cautiousness,謹慎,H537
AB5C,0.78,,1,Laugh my way through life.,我以笑聲度過人生。,Self-disclosure,自我揭露,H23
AB5C,0.74,,1,Learn quickly.,我學得很快。,Competence,能力,H1278
AB5C,0.75,,-1,Leave my work undone.,我留下工作未完成。,Conscientiousness,盡責性,H625
AB5C,0.67,,-1,Let my attention wander off.,我讓注意力遊移。,Rationality,理性,H931
AB5C,0.78,,1,Let myself go.,我放開自己。,Self-disclosure,自我揭露,H81
AB5C,0.78,,1,Let others finish what they are saying.,我讓他人說完他們要說的話。,Impulse-Control,衝動控制,H162
AB5C,0.82,,-1,Let others make the decisions.,我讓他人做決定。,Leadership,領導力,H964
AB5C,0.67,,-1,Let people pull my leg.,我讓人開我玩笑。,Rationality,理性,H879
AB5C,0.73,,1,Like harmony in my life.,我喜歡生活中的和諧。,Morality,道德性,E167
AB5C,0.75,,1,Like music.,我喜歡音樂。,Reflection,反思,X81
AB5C,0.77,,-1,Like to act on a whim.,我喜歡憑一時衝動行事。,Cautiousness,謹慎,E122
AB5C,0.78,,1,Like to amuse others.,我喜歡逗樂他人。,Self-disclosure,自我揭露,H2023
AB5C,0.84,,1,Like to attract attention.,我喜歡吸引注意力。,Talkativeness,健談,H1150
AB5C,0.66,,-1,Like to be alone.,我喜歡獨處。,Sociability,社交性,H1092
AB5C,0.81,,1,Like to be of service to others.,我喜歡為他人服務。,Understanding,理解,H188
AB5C,0.74,,1,Like to do things for others.,我喜歡為他人做事。,Sympathy,同理心,H109
AB5C,0.77,,1,Like to get lost in thought.,我喜歡陷入沉思。,Depth,深度,E163
AB5C,0.78,,-1,Like to gossip.,我喜歡八卦。,Impulse-Control,衝動控制,E68
AB5C,0.77,,-1,Like to laugh out loud.,我喜歡大聲笑。,Cautiousness,謹慎,H2026
AB5C,0.75,,1,Like to plan ahead.,我喜歡提前計劃。,Conscientiousness,盡責性,X171
AB5C,0.71,,1,Like to please others.,我喜歡取悅他人。,Nurturance,培育,H195
AB5C,0.81,,1,Like to solve complex problems.,我喜歡解決複雜的問題。,Creativity/Originality,創造力/原創性,X201
AB5C,0.74,,-1,Listen to my brain rather than my heart.,我聽從大腦而不是內心。,Sympathy,同理心,H378
AB5C,0.73,,1,Listen to my conscience.,我聽從良心。,Cooperation,合作,"H153, X19"
AB5C,0.74,,1,Listen to my heart rather than my brain.,我聽從內心而不是大腦。,Tenderness,溫柔,X199
AB5C,0.71,,1,Live in a world of my own.,我活在自己的世界裡。,Introspection/Private Self-Consciousness,內省/私人自我意識,H659
AB5C,0.84,,1,Look at the bright side of life.,我看到生活積極的一面。,Happiness,快樂,H42
AB5C,0.74,,1,Look at the facts.,我看事實。,Competence,能力,H372
AB5C,0.74,,-1,Look down on any weakness.,我輕視任何弱點。,Sympathy,同理心,H435
AB5C,0.77,,1,Look for hidden meanings in things.,我尋找事物中隱藏的意義。,Depth,深度,E175
AB5C,0.73,,-1,Love a good fight.,我喜歡好的戰鬥。,Cooperation,合作,H453
AB5C,0.75,,1,Love beautiful things.,我喜愛美麗的事物。,Reflection,反思,"H1244, X13"
AB5C,0.74,,1,Love children's movies.,我喜愛兒童電影。,Tenderness,溫柔,X2
AB5C,0.75,,1,Love flowers.,我喜愛花朵。,Reflection,反思,X140
AB5C,0.82,,1,Love life.,我熱愛生活。,Poise,鎮定,H33
AB5C,0.73,,-1,Love order and regularity.,我喜愛秩序和規律。,Cool-headedness,冷靜,H309
AB5C,0.84,,1,Love to read challenging material.,我喜愛閱讀有挑戰性的材料。,Quickness,敏捷性,X211
AB5C,0.7,,1,Love to reflect on things.,我喜愛反思事物。,Empathy,同理心,H1210
AB5C,0.84,,1,Make a lot of noise.,我製造很多噪音。,Talkativeness,健談,H531
AB5C,0.81,,-1,Make a mess of things.,我把事情搞砸。,Purposefulness,目的性,H1467
AB5C,0.75,,1,Make beautiful things.,我製作美麗的事物。,Reflection,反思,H1245
AB5C,0.72,,1,Make demands on others.,我對他人提出要求。,Provocativeness,挑釁性,H2030
AB5C,0.71,,-1,Make enemies.,我樹敵。,Nurturance,培育,"H714, X47"
AB5C,0.84,,1,Make myself the center of attention.,我讓自己成為注意力的焦點。,Talkativeness,健談,H535
AB5C,0.84,,1,Make others feel good.,我讓他人感覺良好。,Warmth,熱情,H26
AB5C,0.84,,1,Make people feel welcome.,我讓人們感到受歡迎。,Warmth,熱情,H30
AB5C,0.83,,1,Make plans and stick to them.,我制定計劃並堅持執行。,Efficiency,效率,X263
AB5C,0.78,,-1,Make rash decisions.,我做出魯莽的決定。,Dutifulness,盡責性,H853
AB5C,0.78,,1,Make well-considered decisions.,我做出深思熟慮的決定。,Organization,組織,H377
AB5C,0.74,,1,Meet challenges.,我迎接挑戰。,Competence,能力,H326
AB5C,0.81,,-1,Mess things up.,我把事情搞砸。,Purposefulness,目的性,H896
AB5C,0.78,,1,Need a creative outlet.,我需要創意出口。,Imagination,想像力,E87
AB5C,0.75,,-1,Need a lot of time to do things.,我需要很多時間來做事。,Assertiveness,自信堅定,H1448
AB5C,0.83,,-1,Need a push to get started.,我需要推動才能開始。,Efficiency,效率,H969
AB5C,0.74,,1,Need things explained only once.,我只需要解釋一次。,Competence,能力,H1311
AB5C,0.77,,1,Need to understand my motives.,我需要了解我的動機。,Depth,深度,E130
AB5C,0.75,,-1,Neglect my duties.,我忽視我的職責。,Conscientiousness,盡責性,H1189
AB5C,0.82,,1,Never at a loss for words.,我從不詞窮。,Leadership,領導力,
AB5C,0.77,,-1,Never challenge things.,我從不質疑事情。,Depth,深度,H1042
AB5C,0.77,,1,Never spend more than I can afford.,我花的錢從不超過我的負擔能力。,Cautiousness,謹慎,X216
AB5C,0.77,,1,Never splurge.,我從不揮霍。,Cautiousness,謹慎,E30
AB5C,0.84,,1,Never stop talking.,我從不停止說話。,Talkativeness,健談,H536
AB5C,0.84,,-1,Often feel blue.,我經常感到憂鬱。,Happiness,快樂,X74
AB5C,0.82,,-1,Often feel uncomfortable around others.,我經常在他人身邊感到不自在。,Poise,鎮定,H909
AB5C,0.75,,-1,Often forget to put things back in their proper place.,我經常忘記把東西放回原處。,Conscientiousness,盡責性,X82
AB5C,0.78,,-1,Often make a fuss.,我經常大驚小怪。,Impulse-Control,衝動控制,H523
AB5C,0.77,,-1,Often make last-minute plans.,我經常在最後一刻制定計劃。,Cautiousness,謹慎,E66
AB5C,0.82,,-1,Only feel comfortable with friends.,我只在朋友身邊感到自在。,Poise,鎮定,H656
AB5C,0.73,,-1,Only talk about my own interests.,我只談論自己的興趣。,Morality,道德性,H1475
AB5C,0.71,,-1,Oppose authority.,我反對權威。,Nurturance,培育,H498
AB5C,0.73,,-1,Overestimate my achievements.,我高估自己的成就。,Morality,道德性,H743
AB5C,0.84,,-1,Panic easily.,我容易驚慌。,Toughness,堅韌性,"H948, X64"
AB5C,0.78,,1,Pay attention to details.,我注意細節。,Organization,組織,"H1362, X249"
AB5C,0.78,,-1,Pay no attention to my appearance.,我不注意自己的外表。,Dutifulness,盡責性,H834
AB5C,0.73,,-1,Play tricks on others.,我捉弄他人。,Cooperation,合作,H98
AB5C,0.83,,-1,Postpone decisions.,我推遲決定。,Efficiency,效率,H1180
AB5C,0.71,,1,Prefer to be alone.,我喜歡獨處。,Introspection/Private Self-Consciousness,內省/私人自我意識,H587
AB5C,0.78,,-1,Prefer to deal with strangers in a formal manner.,我喜歡以正式的方式對待陌生人。,Self-disclosure,自我揭露,X77
AB5C,0.78,,1,Prefer variety to routine.,我喜歡變化而非常規。,Imagination,想像力,X204
AB5C,0.7,,-1,Pretend to be concerned for others.,我假裝關心他人。,Empathy,同理心,X113
AB5C,0.77,,1,Purchase only practical things.,我只購買實用的東西。,Cautiousness,謹慎,E40
AB5C,0.78,,-1,Put little time and effort into my work.,我在工作上投入很少時間和精力。,Organization,組織,X167
AB5C,0.75,,-1,Put off unpleasant tasks.,我會拖延不愉快的任務。,Conscientiousness,盡責性,E132
AB5C,0.71,,-1,Put people under pressure.,我給人施加壓力。,Nurturance,培育,H774
AB5C,0.84,,1,Quickly get the idea of things.,我快速掌握事物的概念。,Quickness,敏捷性,H1307
AB5C,0.84,,1,Quickly think up new ideas.,我快速想出新點子。,Ingenuity,創造力,H471
AB5C,0.85,,1,Radiate joy.,我散發喜悅。,Friendliness,友善,"H32, X63"
AB5C,0.77,,-1,Rarely look for a deeper meaning in things.,我很少尋找事物更深層的意義。,Depth,深度,E77
AB5C,0.76,,1,Rarely notice my emotional reactions.,我很少注意到自己的情緒反應。,Tranquility,平靜,X10
AB5C,0.76,,1,Rarely overindulge.,我很少過度放縱。,Moderation,節制,X181
AB5C,0.84,,-1,Rarely smile.,我很少微笑。,Warmth,熱情,H672
AB5C,0.78,,-1,React intensely.,我反應強烈。,Impulse-Control,衝動控制,H802
AB5C,0.67,,1,Reason logically.,我進行邏輯推理。,Rationality,理性,H1223
AB5C,0.74,,1,Reassure others.,我讓他人安心。,Sympathy,同理心,H1120
AB5C,0.76,,1,Remain calm under pressure.,我在壓力下保持冷靜。,Moderation,節制,X79
AB5C,0.74,,1,Remember my friends' birthdays.,我記得朋友的生日。,Tenderness,溫柔,E50
AB5C,0.73,,1,Respect authority.,我尊重權威。,Morality,道德性,H296
AB5C,0.76,,1,Respect others.,我尊重他人。,Pleasantness,愉快性,H105
AB5C,0.81,,1,Respect others' feelings.,我尊重他人的感受。,Understanding,理解,H159
AB5C,0.73,,1,Respect the privacy of others.,我尊重他人的隱私。,Morality,道德性,H1304
AB5C,0.82,,-1,Retreat from others.,我遠離他人。,Poise,鎮定,H649
AB5C,0.75,,1,Return borrowed items.,我歸還借來的物品。,Conscientiousness,盡責性,H158
AB5C,0.85,,-1,Reveal little about myself.,我很少透露自己的事。,Friendliness,友善,H601
AB5C,0.78,,-1,Say inappropriate things.,我說不當的話。,Dutifulness,盡責性,H82
AB5C,0.73,,-1,Scheme against others.,我密謀對付他人。,Morality,道德性,H1328
AB5C,0.75,,1,See beauty in things that others might not notice.,我看到他人可能注意不到的事物之美。,Reflection,反思,E105
AB5C,0.78,,1,See that rules are observed.,我確保規則得到遵守。,Orderliness,條理性,H215
AB5C,0.73,,-1,Seek conflict.,我尋求衝突。,Cooperation,合作,H720
AB5C,0.71,,-1,Seek danger.,我尋求危險。,Nurturance,培育,H894
AB5C,0.74,,1,Seek explanations of things.,我尋求對事物的解釋。,Competence,能力,H1214
AB5C,0.66,,-1,Seek quiet.,我尋求安靜。,Sociability,社交性,H602
AB5C,0.84,,1,Seldom feel blue.,我很少感到憂鬱。,Happiness,快樂,X156
AB5C,0.84,,1,Seldom get emotional.,我很少情緒化。,Imperturbability,沉著,X29
AB5C,0.86,,1,Seldom get mad.,我很少生氣。,Stability,穩定性,X231
AB5C,0.78,,-1,Seldom joke around.,我很少開玩笑。,Self-disclosure,自我揭露,X137
AB5C,0.78,,-1,Seldom notice details.,我很少注意細節。,Organization,組織,E89
AB5C,0.86,,1,Seldom take offense.,我很少感到被冒犯。,Stability,穩定性,X90
AB5C,0.7,,1,Sense others' wishes.,我能感知他人的願望。,Empathy,同理心,H1074
AB5C,0.78,,1,Set high standards for myself and others.,我為自己和他人設定高標準。,Organization,組織,E140
AB5C,0.81,,-1,Shirk my duties.,我逃避我的職責。,Purposefulness,目的性,"H1140, X246"
AB5C,0.78,,-1,Shoot my mouth off.,我胡亂說話。,Impulse-Control,衝動控制,H1192
AB5C,0.81,,1,Show a mastery of language.,我展現出語言的精通。,Intellect,智力,H1284
AB5C,0.74,,1,Show my feelings.,我表現出自己的感受。,Tenderness,溫柔,"H3, X25"
AB5C,0.84,,1,Show my gratitude.,我表現出我的感激。,Warmth,熱情,H557
AB5C,0.84,,1,Speak loudly.,我說話聲音很大。,Talkativeness,健談,H527
AB5C,0.84,,-1,Speak softly.,我說話輕聲細語。,Talkativeness,健談,H548
AB5C,0.71,,1,Spend time reflecting on things.,我花時間反思事物。,Introspection/Private Self-Consciousness,內省/私人自我意識,X114
AB5C,0.78,,1,Stick to the rules.,我遵守規則。,Dutifulness,盡責性,H294
AB5C,0.75,,1,Stick up for myself.,我為自己挺身而出。,Assertiveness,自信堅定,H1077
AB5C,0.74,,1,Suffer from others' sorrows.,我為他人的悲傷而受苦。,Tenderness,溫柔,"H988, X65"
AB5C,0.81,,1,Sympathize with others' feelings.,我同情他人的感受。,Understanding,理解,H1130
AB5C,0.67,,-1,Sympathize with the homeless.,我同情無家可歸者。,Rationality,理性,X259
AB5C,0.74,,1,Take an interest in other people's lives.,我對他人的生活感興趣。,Sympathy,同理心,H1129
AB5C,0.82,,1,Take charge.,我會掌控。,Leadership,領導力,"H334, X27"
AB5C,0.78,,1,Take good care of my belongings.,我好好照顧我的物品。,Orderliness,條理性,H243
AB5C,0.81,,-1,Take no time for others.,我不為他人騰出時間。,Understanding,理解,"H918, X170"
AB5C,0.84,,-1,Take offense easily.,我容易感到被冒犯。,Toughness,堅韌性,H920
AB5C,0.81,,1,Take others' interests into account.,我將他人的利益考慮在內。,Understanding,理解,H183
AB5C,0.77,,1,Take precautions.,我採取預防措施。,Cautiousness,謹慎,H892
AB5C,0.75,,-1,Take tasks too lightly.,我對任務過於輕視。,Conscientiousness,盡責性,H836
AB5C,0.83,,1,Take things as they come.,我順其自然。,Calmness,冷靜,E144
AB5C,0.75,,1,Take time to reflect on things.,我花時間反思事物。,Reflection,反思,H663
AB5C,0.78,,-1,Talk even when I know I shouldn't.,即使我知道不應該說話，我還是會說。,Impulse-Control,衝動控制,E98
AB5C,0.84,,1,Talk too much.,我話太多。,Talkativeness,健談,H1138
AB5C,0.73,,-1,Tell tall stories about myself.,我講述關於自己的誇大故事。,Cooperation,合作,H748
AB5C,0.77,,1,Tend to analyze things.,我傾向於分析事物。,Depth,深度,E125
AB5C,0.77,,1,Tend to dislike impulsive people.,我傾向於不喜歡衝動的人。,Cautiousness,謹慎,E52
AB5C,0.74,,-1,Tend to dislike soft-hearted people.,我傾向於不喜歡心軟的人。,Sympathy,同理心,E121
AB5C,0.76,,1,Tend to feel the same every day.,我傾向於每天感覺相同。,Tranquility,平靜,E151
AB5C,0.77,,1,Tend to think about something for hours.,我傾向於思考某事數小時。,Depth,深度,E101
AB5C,0.78,,1,Think ahead.,我提前思考。,Organization,組織,H1256
AB5C,0.77,,1,Think deeply about things.,我深入思考事物。,Depth,深度,H1212
AB5C,0.71,,1,Think of others first.,我首先考慮他人。,Nurturance,培育,H126
AB5C,0.73,,-1,Think too highly of myself.,我對自己評價過高。,Cooperation,合作,H723
AB5C,0.7,,-1,Treat people as inferiors.,我把人當作下屬對待。,Empathy,同理心,H792
AB5C,0.76,,1,Trust others.,我信任他人。,Pleasantness,愉快性,"H113, X6"
AB5C,0.76,,1,Trust what people say.,我相信人們所說的話。,Pleasantness,愉快性,E157
AB5C,0.74,,-1,Try not to think about the needy.,我盡量不去想貧困的人。,Sympathy,同理心,E166
AB5C,0.84,,-1,Try to avoid complex people.,我試圖避開複雜的人。,Quickness,敏捷性,E171
AB5C,0.73,,1,Try to follow the rules.,我試圖遵守規則。,Morality,道德性,X150
AB5C,0.73,,-1,Try to impress others.,我試圖給他人留下深刻印象。,Cool-headedness,冷靜,H744
AB5C,0.75,,1,Try to lead others.,我試圖領導他人。,Assertiveness,自信堅定,H524
AB5C,0.71,,-1,Try to outdo others.,我試圖勝過他人。,Nurturance,培育,H1086
AB5C,0.7,,1,Try to stay in touch with myself.,我試圖與自己保持聯繫。,Empathy,同理心,E177
AB5C,0.81,,1,Try to understand myself.,我試圖了解自己。,Intellect,智力,E123
AB5C,0.73,,-1,Turn my back on others.,我背棄他人。,Morality,道德性,H1430
AB5C,0.75,,1,Turn plans into actions.,我將計劃轉化為行動。,Assertiveness,自信堅定,H402
AB5C,0.81,,1,Use difficult words.,我使用困難的詞彙。,Intellect,智力,H1272
AB5C,0.74,,1,Use my brain.,我使用我的大腦。,Competence,能力,H1215
AB5C,0.73,,1,Value cooperation over competition.,我重視合作勝過競爭。,Cooperation,合作,X240
AB5C,0.72,,-1,Wait for my turn.,我等待輪到我。,Provocativeness,挑釁性,H170
AB5C,0.76,,1,Want every detail taken care of.,我希望每個細節都得到照顧。,Perfectionism,完美主義,H1002
AB5C,0.73,,-1,Want everything to add up perfectly.,我希望一切都完美相加。,Cool-headedness,冷靜,H241
AB5C,0.76,,1,Want everything to be just right.,我希望一切都恰到好處。,Perfectionism,完美主義,
AB5C,0.73,,-1,Want things done my way.,我希望事情按我的方式進行。,Cool-headedness,冷靜,H766
AB5C,0.76,,1,Want things to proceed according to plan.,我希望事情按計劃進行。,Perfectionism,完美主義,H303
AB5C,0.71,,1,Want to be left alone.,我想被獨處。,Introspection/Private Self-Consciousness,內省/私人自我意識,H660
AB5C,0.73,,-1,Want to be told I am right.,我想被告知我是對的。,Cool-headedness,冷靜,H730
AB5C,0.74,,1,Want to mean something to others.,我想對他人有意義。,Tenderness,溫柔,H204
AB5C,0.74,,1,Want to please others.,我想取悅他人。,Tenderness,溫柔,H1097
AB5C,0.85,,1,Warm up quickly to others.,我很快就能親近他人。,Friendliness,友善,"H52, X1"
AB5C,0.83,,-1,Waste my time.,我浪費時間。,Efficiency,效率,"H1186, X49"
AB5C,0.84,,-1,Wear my heart on my sleeve.,我心情寫在臉上。,Imperturbability,沉著,H93
AB5C,0.71,,1,Will do anything for others.,我願意為他人做任何事。,Nurturance,培育,H198
AB5C,0.78,,1,Work according to a routine.,我按常規工作。,Orderliness,條理性,H264
AB5C,0.7,,1,Work on improving myself.,我努力改進自己。,Empathy,同理心,E170
AB5C,0.84,,-1,Worry about things.,我擔心事情。,Happiness,快樂,"H1157, X5"
AB5C,0.73,,1,Would never cheat on my taxes.,我永遠不會在報稅時作弊。,Morality,道德性,X136
AB5C,0.71,,1,Wouldn't harm a fly.,我不會傷害一隻蒼蠅。,Nurturance,培育,H142
Barchard2001,0.59,0.63,-1,Am calm even in tense situations.,即使在緊張的情況下我也很冷靜。,Responsive Distress,反應性苦惱,E64
Barchard2001,0.64,0.8,1,Am concerned about others.,我關心他人。,Empathy,同理心,"H1100, X31"
Barchard2001,0.59,0.63,1,Am deeply moved by others' misfortunes.,我深受他人的不幸所感動。,Responsive Distress,反應性苦惱,X253
Barchard2001,0.59,0.63,1,Am easily moved to tears.,我容易被感動而流淚。,Responsive Distress,反應性苦惱,H992
Barchard2001,0.59,0.63,-1,Am not easily disturbed by events.,我不容易被事件所困擾。,Responsive Distress,反應性苦惱,"H1046, X11"
Barchard2001,0.81,0.83,-1,Am not in touch with my feelings.,我與自己的感受脫節。,Attention to Emotions,情緒關注,E9
Barchard2001,0.73,0.7,1,Am strongly influenced by the good moods of others.,我受到他人良好情緒的強烈影響。,Responsive Joy,反應性喜悅,A72
Barchard2001,0.73,0.7,-1,Am unaffected by other people's happiness.,我不受他人幸福的影響。,Responsive Joy,反應性喜悅,A11
Barchard2001,0.59,0.63,-1,Am unaffected by the suffering of others.,我不受他人痛苦的影響。,Responsive Distress,反應性苦惱,A67
Barchard2001,0.59,0.63,1,Am upset by the misfortunes of strangers.,我為陌生人的不幸感到難過。,Responsive Distress,反應性苦惱,A135
Barchard2001,0.81,0.83,1,Am usually aware of the way that I'm feeling.,我通常意識到自己的感受。,Attention to Emotions,情緒關注,A122
Barchard2001,0.73,0.67,1,"Base my goals in life on inspiration, rather than logic.",我的人生目標基於啟發而非邏輯。,Emotion-based Decision-making,基於情緒的決策,A26
Barchard2001,0.73,0.67,1,Believe emotions give direction to life.,我相信情緒為生活指引方向。,Emotion-based Decision-making,基於情緒的決策,
Barchard2001,0.73,0.67,-1,Believe important decisions should be based on logical reasoning.,我相信重要決定應該基於邏輯推理。,Emotion-based Decision-making,基於情緒的決策,
Barchard2001,0.64,0.8,1,Believe that criminals should receive help rather than punishment.,我相信罪犯應該得到幫助而不是懲罰。,Empathy,同理心,X219
Barchard2001,0.64,0.8,1,Believe that the poor deserve our sympathy.,我相信窮人值得我們同情。,Empathy,同理心,A24
Barchard2001,0.75,0.74,1,Can't help but look upset when something bad happens.,當不好的事情發生時，我忍不住看起來很沮喪。,Negative Expressivity,負向表達性,A14
Barchard2001,0.73,0.7,-1,Dislike being around happy people when I'm feeling sad.,當我感到悲傷時，我不喜歡和快樂的人在一起。,Responsive Joy,反應性喜悅,A2
Barchard2001,0.73,0.7,-1,Dislike children's birthday parties.,我不喜歡兒童生日派對。,Responsive Joy,反應性喜悅,A42
Barchard2001,0.64,0.8,-1,Don't like to get involved in other people's problems.,我不喜歡捲入他人的問題。,Empathy,同理心,X103
Barchard2001,0.81,0.79,1,Express my affection physically.,我用身體表達我的愛。,Positive Expressivity,正向表達性,H24
Barchard2001,0.81,0.79,1,Express my happiness in a childlike manner.,我以童真的方式表達我的快樂。,Positive Expressivity,正向表達性,A7
