instrument,alpha,key,text,label
Barchard2001,"0.73,0.67",-1,我基於事實而非感受做決定。,基於情緒的決策
Barchard2001,"0.81,0.83",1,我注意到我的情緒。,情緒關注
Barchard2001,"0.81,0.83",-1,我經常忽視我的感受。,情緒關注
Barchard2001,"0.81,0.83",1,我經常停下來分析自己的感受。,情緒關注
Barchard2001,"0.81,0.83",1,我非常關注我的感受。,情緒關注
Barchard2001,"0.73,0.67",1,我根據自己的感受規劃我的生活。,基於情緒的決策
Barchard2001,"0.73,0.67",-1,我有邏輯地規劃我的生活。,基於情緒的決策
Barchard2001,"0.81,0.83",-1,我很少分析我的情緒。,情緒關注
Barchard2001,"0.59,0.63",-1,我很少在悲傷的電影中哭泣。,反應性苦惱
Barchard2001,"0.73,0.70",-1,我很少被興奮感染。,反應性喜悅
Barchard2001,"0.81,0.83",-1,我很少注意到自己的情緒反應。,情緒關注
Barchard2001,"0.75,0.74",-1,我很少表現出憤怒。,負向表達性
Barchard2001,"0.81,0.83",-1,我很少思考自己的感受。,情緒關注
Barchard2001,"0.59,0.63",-1,我在緊急情況下保持冷靜。,反應性苦惱
Barchard2001,"0.75,0.74",1,當我生氣時我會大喊或尖叫。,負向表達性
Barchard2001,"0.75,0.74",1,我表現出我的恐懼。,負向表達性
Barchard2001,"0.81,0.79",1,當我快樂時我會表現出我的感受。,正向表達性
Barchard2001,"0.75,0.74",1,我表現出我的悲傷。,負向表達性
Barchard2001,"0.81,0.79",1,我有時在閱讀或看電視時會大笑。,正向表達性
Barchard2001,"0.59,0.63",1,我為他人的悲傷而受苦。,反應性苦惱
Barchard2001,"0.75,0.74",1,我懷疑當我感到悲傷時，我的面部表情會洩露我。,負向表達性
Barchard2001,"0.64,0.80",1,我同情無家可歸者。,同理心
Barchard2001,"0.81,0.83",1,我思考我情緒的原因。,情緒關注
Barchard2001,"0.73,0.70",1,如果周圍的人在笑，我通常也會笑。,反應性喜悅
Barchard2001,"0.75,0.74",-1,我希望我能更容易地表達我的負面感受。,負向表達性
Barchard2001,"0.59,0.63",1,如果我看到受傷的動物，我會感到難過。,反應性苦惱
BFAS,0.81,1,我總是知道自己在做什麼。,勤勉/堅持/毅力
BFAS,0.89,1,我是個情緒起伏的人。,神經質
BFAS,0.89,1,我是個情緒起伏的人。,憤怒
BFAS,0.89,1,我害怕很多事情。,神經質
BFAS,0.84,1,我害怕很多事情。,焦慮
BFAS,0.89,1,我容易感到沮喪。,神經質
BFAS,0.84,1,我容易感到沮喪。,焦慮
BFAS,0.81,-1,我容易分心。,勤勉/堅持/毅力
BFAS,0.89,1,我對事情充滿疑慮。,神經質
BFAS,0.84,1,我對事情充滿疑慮。,焦慮
BFAS,0.81,-1,我很難被了解。,活力/熱情/熱忱
BFAS,0.84,-1,我對他人的感受漠不關心。,同情心
BFAS,0.81,-1,我不是個很有熱情的人。,活力/熱情/熱忱
BFAS,0.89,-1,我不容易被激怒。,神經質
BFAS,0.89,-1,我不容易被激怒。,憤怒
BFAS,0.89,-1,我不容易感到尷尬。,神經質
BFAS,0.84,-1,我不容易感到尷尬。,焦慮
BFAS,0.84,-1,我對他人的問題不感興趣。,同情心
BFAS,0.75,-1,我是為了自己的個人利益。,正向表達性
BFAS,0.84,1,我能快速理解事物。,智識開放性
BFAS,0.84,1,我能快速理解事物。,智力
BFAS,0.85,1,我是第一個行動的人。,自信堅定
BFAS,0.84,-1,我避免閱讀困難的材料。,智識開放性
BFAS,0.75,1,我避免把我的意志強加於他人。,正向表達性
BFAS,0.84,-1,我避免哲學討論。,智識開放性
BFAS,0.84,-1,我避免哲學討論。,智力
BFAS,0.89,1,我被事件壓倒。,神經質
BFAS,0.84,1,我被事件壓倒。,焦慮
BFAS,0.78,1,我相信藝術的重要性。,智識開放性
BFAS,0.78,1,我相信藝術的重要性。,美學欣賞/藝術興趣
BFAS,0.75,-1,我相信自己比他人優越。,正向表達性
BFAS,0.89,1,我容易被激動。,神經質
BFAS,0.89,1,我容易被激動。,憤怒
BFAS,0.84,1,我能處理大量資訊。,智識開放性
BFAS,0.84,1,我能處理大量資訊。,智力
BFAS,0.85,1,我能說服他人做事。,自信堅定
BFAS,0.84,-1,我不關心他人的需求。,同情心
BFAS,0.81,1,我執行我的計劃。,勤勉/堅持/毅力
BFAS,0.89,1,我的心情經常變化。,神經質
BFAS,0.89,1,我的心情經常變化。,憤怒
BFAS,0.85,-1,我沒有自信堅定的個性。,自信堅定
BFAS,0.78,-1,我不喜歡詩歌。,智識開放性
BFAS,0.78,-1,我不喜歡詩歌。,美學欣賞/藝術興趣
BFAS,0.84,-1,我沒有柔軟的一面。,同情心
BFAS,0.81,-1,我不把注意力放在手頭的任務上。,勤勉/堅持/毅力
BFAS,0.78,1,我喜歡大自然的美。,智識開放性
BFAS,0.78,1,我喜歡大自然的美。,美學欣賞/藝術興趣
BFAS,0.89,-1,我對自己感到自在。,神經質
BFAS,0.84,-1,我對自己感到自在。,焦慮
BFAS,0.84,1,我能感受他人的情緒。,同情心
BFAS,0.89,1,我容易感到威脅。,神經質
BFAS,0.81,-1,我發現很難開始工作。,勤勉/堅持/毅力
BFAS,0.81,1,我完成我開始的事。,勤勉/堅持/毅力
BFAS,0.84,1,我清晰地表達想法。,智識開放性
BFAS,0.84,1,我清晰地表達想法。,智力
BFAS,0.89,1,我容易生氣。,神經質
BFAS,0.89,1,我容易生氣。,憤怒
BFAS,0.78,1,我深深沉浸於音樂中。,智識開放性
BFAS,0.78,1,我深深沉浸於音樂中。,美學欣賞/藝術興趣
BFAS,0.89,1,我容易激動。,神經質
BFAS,0.89,1,我容易激動。,憤怒
BFAS,0.81,1,我快速完成事情。,勤勉/堅持/毅力
BFAS,0.89,1,我容易沮喪。,神經質
BFAS,0.89,1,我容易沮喪。,憤怒
BFAS,0.75,1,我討厭看起來咄咄逼人。,正向表達性
BFAS,0.81,1,我玩得很開心。,活力/熱情/熱忱
BFAS,0.84,1,我的詞彙量很豐富。,智識開放性
BFAS,0.85,1,我有強烈的個性。,自信堅定
BFAS,0.84,-1,我難以理解抽象概念。,智識開放性
BFAS,0.85,-1,我保留自己的意見。,自信堅定
BFAS,0.84,1,我關心他人的健康。,同情心
BFAS,0.75,-1,我侮辱他人。,正向表達性
BFAS,0.89,-1,我控制自己的情緒。,神經質
BFAS,0.89,-1,我控制自己的情緒。,憤怒
BFAS,0.81,-1,我與他人保持距離。,活力/熱情/熱忱
BFAS,0.8,1,我保持東西整潔。,條理性
BFAS,0.85,1,我知道如何吸引人。,自信堅定
BFAS,0.85,-1,我缺乏影響他人的才能。,自信堅定
BFAS,0.81,1,我經常笑。,活力/熱情/熱忱
BFAS,0.84,-1,我學得很慢。,智識開放性
BFAS,0.84,-1,我學得很慢。,智力
BFAS,0.84,1,我喜歡為他人做事。,同情心
BFAS,0.84,1,我喜歡解決複雜的問題。,智識開放性
BFAS,0.84,1,我喜歡解決複雜的問題。,智力
BFAS,0.75,-1,我喜歡好的戰鬥。,正向表達性
BFAS,0.78,1,我喜愛反思事物。,智識開放性
BFAS,0.78,1,我喜愛反思事物。,美學欣賞/藝術興趣
BFAS,0.81,1,我很容易交朋友。,活力/熱情/熱忱
BFAS,0.81,-1,我把事情搞砸。,勤勉/堅持/毅力
BFAS,0.78,1,我需要創意出口。,智識開放性
BFAS,0.78,1,我需要創意出口。,美學欣賞/藝術興趣
BFAS,0.81,-1,我推遲決定。,勤勉/堅持/毅力
BFAS,0.89,-1,我很少感到沮喪。,神經質
BFAS,0.84,-1,我很少感到沮喪。,焦慮
BFAS,0.81,-1,我很少被興奮感染。,活力/熱情/熱忱
BFAS,0.89,-1,我很少感到煩躁。,神經質
BFAS,0.89,-1,我很少感到煩躁。,憤怒
BFAS,0.89,-1,我很少失去鎮定。,神經質
BFAS,0.89,-1,我很少失去鎮定。,憤怒
BFAS,0.75,1,我很少給人施加壓力。,正向表達性
BFAS,0.75,1,我尊重權威。,正向表達性
BFAS,0.81,-1,我很少透露自己的事。,活力/熱情/熱忱
BFAS,0.78,1,我看到他人可能注意不到的事物之美。,智識開放性
BFAS,0.78,1,我看到他人可能注意不到的事物之美。,美學欣賞/藝術興趣
BFAS,0.85,1,我認為自己是個好領導者。,自信堅定
BFAS,0.75,-1,我尋求衝突。,正向表達性
BFAS,0.78,-1,我很少做白日夢。,智識開放性
BFAS,0.78,-1,我很少做白日夢。,美學欣賞/藝術興趣
BFAS,0.89,-1,我很少感到憂鬱。,神經質
BFAS,0.84,-1,我很少感到憂鬱。,焦慮
BFAS,0.78,-1,我很少陷入沉思。,智識開放性
BFAS,0.78,-1,我很少陷入沉思。,美學欣賞/藝術興趣
BFAS,0.78,-1,我很少注意到繪畫和圖片的情感面。,智識開放性
BFAS,0.78,-1,我很少注意到繪畫和圖片的情感面。,美學欣賞/藝術興趣
BFAS,0.81,1,當我快樂時我會表現出我的感受。,活力/熱情/熱忱
BFAS,0.84,1,我同情他人的感受。,同情心
BFAS,0.75,-1,我占他人便宜。,正向表達性
BFAS,0.84,1,我對他人的生活感興趣。,同情心
BFAS,0.84,-1,我不為他人騰出時間。,同情心
BFAS,0.84,1,我思考迅速。,智識開放性
BFAS,0.84,1,我思考迅速。,智力
BFAS,0.8,1,我希望每個細節都得到照顧。,條理性
BFAS,0.81,1,我很快就能親近他人。,活力/熱情/熱忱
BFAS,0.81,-1,我浪費時間。,勤勉/堅持/毅力
BFAS,0.89,1,我擔心事情。,神經質
BFAS-20,0.91,-1,我是個非常隱私的人。,外向性
BFAS-20,0.88,1,我總是準備充分。,盡責性
BFAS-20,0.91,-1,我容易被打擾。,情緒穩定性
BFAS-20,0.88,1,我對工作要求嚴格。,盡責性
BFAS-20,0.9,1,我充滿想法。,智力
BFAS-20,0.9,1,我擅長很多事情。,智力
BFAS-20,0.88,-1,我很難被了解。,親和性
BFAS-20,0.88,-1,我對他人的感受漠不關心。,親和性
BFAS-20,0.88,1,我對人感興趣。,親和性
BFAS-20,0.88,-1,我對他人不太感興趣。,親和性
BFAS-20,0.88,1,我與幾乎每個人都相處融洽。,親和性
BFAS-20,0.91,-1,我在陌生人面前很安靜。,外向性
BFAS-20,0.91,1,我是派對的靈魂人物。,外向性
BFAS-20,0.91,-1,我壓抑自己的感受。,外向性
BFAS-20,0.9,1,我能快速領悟事物。,智力
BFAS-20,0.91,-1,我的心情經常變化。,情緒穩定性
BFAS-20,0.88,1,我會堅持到一切完美為止。,盡責性
BFAS-20,0.9,-1,我沒有良好的想像力。,智力
BFAS-20,0.91,-1,我不喜歡引起注意。,外向性
BFAS-20,0.91,1,我不介意成為注意力的焦點。,外向性
BFAS-20,0.91,1,我與人相處感到自在。,外向性
BFAS-20,0.91,1,我在人群中感到自在。,外向性
BFAS-20,0.88,-1,我很少關心他人。,親和性
BFAS-20,0.91,-1,我容易感到威脅。,情緒穩定性
BFAS-20,0.88,-1,我發現很難開始工作。,盡責性
BFAS-20,0.88,1,我遵循時間表。,盡責性
BFAS-20,0.91,-1,我容易生氣。,情緒穩定性
BFAS-20,0.91,-1,我陷入自己的問題中。,情緒穩定性
BFAS-20,0.88,1,我馬上完成家務。,盡責性
BFAS-20,0.91,-1,我容易感到煩躁。,情緒穩定性
BFAS-20,0.91,-1,我被情緒淹沒。,情緒穩定性
BFAS-20,0.91,-1,我容易沮喪。,情緒穩定性
BFAS-20,0.91,-1,我會抱怨事情。,情緒穩定性
BFAS-20,0.88,1,我對每個人都有好話說。,親和性
BFAS-20,0.9,1,我有生動的想像力。,智力
BFAS-20,0.9,-1,我難以想像事物。,智力
BFAS-20,0.91,-1,我沒什麼話可說。,外向性
BFAS-20,0.88,1,我關心他人的健康。,親和性
BFAS-20,0.91,1,我知道如何吸引人。,外向性
BFAS-20,0.88,1,我知道如何安慰他人。,親和性
BFAS-20,0.88,-1,我把房間弄得一團糟。,盡責性
BFAS-20,0.88,-1,我到處亂放東西。,盡責性
BFAS-20,0.88,1,我喜歡整理。,盡責性
BFAS-20,0.88,1,我喜愛孩子。,親和性
BFAS-20,0.88,1,我喜愛秩序和規律。,盡責性
BFAS-20,0.88,1,我喜愛幫助他人。,親和性
BFAS-20,0.9,1,我喜愛閱讀有挑戰性的材料。,智力
BFAS-20,0.9,1,我喜愛想出新的做事方法。,智力
BFAS-20,0.88,-1,我把事情搞砸。,盡責性
BFAS-20,0.88,1,我制定計劃並堅持執行。,盡責性
BFAS-20,0.91,-1,我經常在他人身邊感到不自在。,外向性
BFAS-20,0.91,-1,我容易驚慌。,情緒穩定性
BFAS-20,0.91,1,我很少感到煩躁。,情緒穩定性
BFAS-20,0.91,1,我很少生氣。,情緒穩定性
BFAS-20,0.88,-1,我逃避我的職責。,盡責性
BFAS-20,0.88,1,我表現出我的感激。,親和性
BFAS-20,0.9,1,我花時間反思事物。,智力
BFAS-20,0.91,1,我會開啟對話。,外向性
BFAS-20,0.91,-1,我容易感到被冒犯。,情緒穩定性
BFAS-20,0.88,1,我會為他人騰出時間。,親和性
BFAS-20,0.88,1,我首先考慮他人。,親和性
BFAS-20,0.91,-1,我等待他人帶路。,外向性
BFAS-20,0.88,-1,我浪費時間。,盡責性
BFAS-20,0.91,-1,我擔心事情。,情緒穩定性
BIDR,0.87,1,當我犯錯時我總是承認。,印象管理
BIDR,0.8,1,我總是知道我為什麼做事情。,自欺
BIDR,0.79,-1,我總是知道我為什麼做事情。,認知失誤
BIDR,0.87,-1,如果有機會的話我可能會炫耀。,印象管理
BIDR,0.8,-1,我對自己並不總是誠實。,自欺
BIDR,0.87,-1,我並不總是我看起來的樣子。,印象管理
BIDR,0.87,1,我相信說謊永遠沒有藉口。,印象管理
BIDR,0.87,-1,我違反規則。,印象管理
BIDR,0.79,1,我無法下定決心。,認知失誤
BIDR,0.87,-1,我作弊以求進步。,印象管理
BIDR,0.8,-1,我不喜歡自己。,自欺
BIDR,0.87,-1,我並不總是言行一致。,印象管理
BIDR,0.87,1,我容易抵抗誘惑。,印象管理
BIDR,0.8,1,我對自己感到自在。,自欺
BIDR,0.87,-1,我會報復他人。,印象管理
BIDR,0.79,1,我容易感到困惑。,認知失誤
BIDR,0.8,-1,我對自己評價很低。,自欺
BIDR,0.79,1,我很難把事情記在心裡。,認知失誤
BIDR,0.87,-1,我有時不得不說謊。,印象管理
BIDR,0.8,1,我知道我會成功。,自欺
BIDR,0.8,1,我知道我的決定是正確的。,自欺
BIDR,0.79,1,我讓注意力遊移。,認知失誤
BIDR,0.8,1,我喜歡承擔做決定的責任。,自欺
BIDR,0.79,-1,我喜歡承擔做決定的責任。,認知失誤
BIDR,0.87,-1,我濫用權力。,印象管理
BIDR,0.79,1,我經常忘記事情。,認知失誤
BIDR,0.79,-1,我注意細節。,認知失誤
BIDR,0.87,1,我很少過度放縱。,印象管理
BIDR,0.87,1,我很少談論性。,印象管理
BIDR,0.79,-1,我在壓力下保持冷靜。,認知失誤
BIDR,0.87,1,當收銀員犯錯時，我會退回多餘的零錢。,印象管理
BIDR,0.8,-1,我有時在下定決心時有困難。,自欺
BIDR,0.79,1,我會打翻東西。,認知失誤
BIDR,0.87,1,我說實話。,印象管理
BIDR,0.87,1,我試圖遵守規則。,印象管理
BIDR,0.87,-1,我用奉承來求進步。,印象管理
BIDR,0.87,-1,我使用髒話。,印象管理
BIDR,0.8,-1,我擔心人們對我的看法。,自欺
BIDR,0.87,1,我永遠不會在報稅時作弊。,印象管理
BIDR,0.87,1,我永遠不會拿不屬於我的東西。,印象管理
BIS_BAS,1994,1,我擔心自己會做錯事。,行為抑制/激活系統
BIS_BAS,1994,1,我總是擔心某事。,行為抑制/激活系統
BIS_BAS,1994,1,我總是擔心某事。,焦慮
BIS_BAS,0.68,1,我渴望撫慰受傷的感受。,尋求刺激
BIS_BAS,1994,1,我容易受傷。,行為抑制/激活系統
BIS_BAS,0.77,-1,我不是個非凡的人。,野心/動力
BIS_BAS,1994,-1,我不容易感到尷尬。,行為抑制/激活系統
BIS_BAS,0.77,-1,我沒有強烈的成功動機。,野心/動力
BIS_BAS,0.79,1,我願意嘗試任何事。,冒險/尋求感覺/尋求刺激
BIS_BAS,0.79,-1,我避免危險情況。,冒險/尋求感覺/尋求刺激
BIS_BAS,1994,1,我被事件壓倒。,行為抑制/激活系統
BIS_BAS,1994,1,當有危險時我開始驚慌。,行為抑制/激活系統
BIS_BAS,1994,1,當有危險時我開始驚慌。,焦慮
BIS_BAS,0.79,1,我做瘋狂的事情。,冒險/尋求感覺/尋求刺激
BIS_BAS,0.68,-1,我對事物不感到興奮。,尋求刺激
BIS_BAS,0.79,1,我喜歡冒險行事。,冒險/尋求感覺/尋求刺激
BIS_BAS,0.68,1,我無緣無故感到興奮或快樂。,尋求刺激
BIS_BAS,0.68,1,當他人慶祝時，我會被興奮感染。,尋求刺激
BIS_BAS,0.68,1,我變得如此快樂或精力充沛，幾乎有點頭暈。,尋求刺激
BIS_BAS,1994,1,我容易感到壓力。,行為抑制/激活系統
BIS_BAS,1994,1,我容易感到壓力。,焦慮
BIS_BAS,0.77,-1,我討厭成為注意力的焦點。,野心/動力
BIS_BAS,0.77,1,我有強烈的權力需求。,野心/動力
BIS_BAS,0.79,1,我說服他人做真正冒險或瘋狂的事。,冒險/尋求感覺/尋求刺激
BIS_BAS,0.77,1,我知道如何規避規則。,野心/動力
BIS_BAS,0.79,1,我喜歡憑一時衝動行事。,冒險/尋求感覺/尋求刺激
BIS_BAS,0.79,1,我喜歡自發地行為。,冒險/尋求感覺/尋求刺激
BIS_BAS,0.77,1,我喜歡炫耀我的身體。,野心/動力
BIS_BAS,1994,1,我經常擔心事後證明不重要的事情。,行為抑制/激活系統
BIS_BAS,1994,1,我經常擔心事後證明不重要的事情。,焦慮
BIS_BAS,0.79,1,我喜歡令人興奮且不可預測的朋友。,冒險/尋求感覺/尋求刺激
BIS_BAS,0.77,1,我非常努力地推動自己成功。,野心/動力
BIS_BAS,0.79,-1,我很少享受以愚蠢的方式行為。,冒險/尋求感覺/尋求刺激
BIS_BAS,0.68,-1,我很少被興奮感染。,尋求刺激
BIS_BAS,1994,-1,我很少擔心。,行為抑制/激活系統
BIS_BAS,1994,-1,我很少擔心。,焦慮
BIS_BAS,0.77,1,我會掌控。,野心/動力
BIS_BAS,0.77,1,我試圖超越他人的成就。,野心/動力
BIS_BAS,0.77,1,我想要掌控。,野心/動力
BIS_BAS,1994,1,我擔心人們對我的看法。,行為抑制/激活系統
BIS_BAS,1994,1,我擔心人們對我的看法。,焦慮
BIS_BAS,0.79,-1,我永遠不會去滑翔傘或高空彈跳。,冒險/尋求感覺/尋求刺激
Buss1980,0.81,1,我不斷反思自己。,內省/私人自我意識
Buss1980,0.77,1,我容易被威脅。,公眾自我意識
Buss1980,0.77,-1,我不在意給人留下好印象。,公眾自我意識
Buss1980,0.77,-1,我不容易被事情困擾。,公眾自我意識
Buss1980,0.77,-1,我不容易感到尷尬。,公眾自我意識
Buss1980,0.81,-1,我不試圖弄清楚自己。,內省/私人自我意識
Buss1980,0.77,-1,我不擔心已經發生的事情。,公眾自我意識
Buss1980,0.81,1,我不斷審查自己的動機。,內省/私人自我意識
Buss1980,0.77,-1,我對自己感到自在。,公眾自我意識
Buss1980,0.77,1,我容易感到威脅。,公眾自我意識
Buss1980,0.81,1,我喜歡陷入沉思。,內省/私人自我意識
Buss1980,0.81,1,我尋找事物中隱藏的意義。,內省/私人自我意識
Buss1980,0.77,1,我需要安慰。,公眾自我意識
Buss1980,0.77,1,我需要他人的認可。,公眾自我意識
Buss1980,0.81,-1,我很少尋找事物更深層的意義。,內省/私人自我意識
Buss1980,0.81,-1,我很少做白日夢。,內省/私人自我意識
Buss1980,0.77,-1,我很少感到憂鬱。,公眾自我意識
Buss1980,0.81,-1,我很少陷入沉思。,內省/私人自我意識
Buss1980,0.81,1,我試圖客觀地審視自己。,內省/私人自我意識
Buss1980,0.77,1,我想在他人眼中成為特別的人。,公眾自我意識
Buss1980,0.77,1,我擔心人們對我的看法。,公眾自我意識
Cacioppo1982,0.93,1,我能快速理解事物。,認知需求
Cacioppo1982,0.93,-1,我避免閱讀困難的材料。,認知需求
Cacioppo1982,0.93,-1,我避免哲學討論。,認知需求
Cacioppo1982,0.93,1,我能處理大量資訊。,認知需求
Cacioppo1982,0.93,-1,我難以理解抽象概念。,認知需求
Cacioppo1982,0.93,1,我喜歡解決複雜的問題。,認知需求
Cacioppo1982,0.93,1,我喜愛閱讀有挑戰性的材料。,認知需求
Cacioppo1982,0.93,1,我喜愛想出新的做事方法。,認知需求
Cacioppo1982,0.93,1,我只需要解釋一次。,認知需求
Cacioppo1982,0.93,-1,我試圖避開複雜的人。,認知需求
CAT-PD,"0.82,0.84",1,我不做計劃就行動。,非計劃性
CAT-PD,"0.85,0.83",1,我是個冷酷無情的人。,冷漠
CAT-PD,"0.82,0.84",-1,我堅信要深思熟慮。,非計劃性
CAT-PD,"0.83,0.84",-1,我是個守法的公民。,違反規範
CAT-PD,"0.86,0.82",1,我是個奇怪的人。,怪異
CAT-PD,"0.82,0.85",-1,我是個非常可靠的人。,不負責任
CAT-PD,"0.83,0.85",1,我是個工作狂，沒什麼時間享樂。,工作狂
CAT-PD,"0.82,0.86",-1,我能輕易描述自己的感受。,情感疏離
CAT-PD,"0.83,0.84",1,我能讀懂他人的心思。,非理性信念
CAT-PD,"0.84,0.84",1,我擔心我的生命會被疾病縮短。,健康焦慮
CAT-PD,"0.84,0.83",1,我總是擔心伴侶會離開我。,關係不安全感
CAT-PD,"0.84,0.89",-1,我是個精力充沛的人。,快感缺失
CAT-PD,"0.88,0.85",-1,我是個誠實的人。,操縱性
CAT-PD,"0.86,0.82",1,我被認為有點古怪。,怪異
CAT-PD,"0.77,0.80",1,我確信我的方法是最好的方法。,僵化
CAT-PD,"0.81,0.85",1,我容易被生活中的他人控制。,順從性
CAT-PD,"0.82,0.88",1,我容易迷失方向。,認知問題
CAT-PD,"0.83,0.88",1,我容易分心。,非堅持
CAT-PD,"0.83,0.85",1,我容易受到驚嚇。,焦慮
CAT-PD,"0.82,0.86",1,我在情感上較保守。,情感疏離
CAT-PD,"0.82,0.87",1,我很興奮對他人施加痛苦。,敵意攻擊
CAT-PD,"0.83,0.85",1,我通常是個恐懼的人。,焦慮
CAT-PD,"0.85,0.83",1,我對他人的感受漠不關心。,冷漠
CAT-PD,"0.77,0.80",1,當我認為自己是對的時候，我很不靈活。,僵化
CAT-PD,"0.83,0.84",1,我被認為是個控制型的人。,支配性
CAT-PD,"0.83,0.85",1,我大部分時間都處於緊張狀態。,焦慮
CAT-PD,"0.85,0.83",1,我不是個有愛心的人。,冷漠
CAT-PD,"0.82,0.85",1,我不是個可靠的人。,不負責任
CAT-PD,"0.84,0.89",1,我不是個快樂的人。,快感缺失
CAT-PD,"0.85,0.83",1,我不是個有同情心的人。,冷漠
CAT-PD,"0.82,0.86",1,我不擅長描述我一整天感受到的情緒。,情感疏離
CAT-PD,"0.81,0.85",1,在所有細節都處理好之前我不快樂。,完美主義
CAT-PD,"0.86,0.82",1,我很奇怪。,怪異
CAT-PD,"0.77,0.80",1,我經常被指責心胸狹窄。,僵化
CAT-PD,"0.82,0.87",1,我經常想要報復。,敵意攻擊
CAT-PD,"0.82,0.86",-1,我坦誠表達自己的感受。,情感疏離
CAT-PD,"0.84,0.83",1,我因恐懼被拒絕而癱瘓。,關係不安全感
CAT-PD,"0.83,0.88",-1,我相當信任他人的動機。,不信任
CAT-PD,"0.84,0.84",1,我傾向於抱怨我的健康。,健康焦慮
CAT-PD,"0.83,0.88",1,當情況變困難時我很快就放棄。,非堅持
CAT-PD,"0.82,0.87",1,當我生氣時我準備打人。,敵意攻擊
CAT-PD,"0.88,0.88",1,我大部分時間都很悲傷。,憂鬱
CAT-PD,"0.84,0.83",-1,我在人際關係中感到安全。,關係不安全感
CAT-PD,"0.82,0.83",1,我有時太專注於自己的想法，沒有意識到他人在試圖和我說話。,幻想傾向
CAT-PD,"0.84,0.83",1,我通常確信我的朋友和戀人會背叛我。,關係不安全感
CAT-PD,"0.82,0.85",1,我逃避責任。,不負責任
CAT-PD,"0.83,0.84",1,我相信自己有超自然力量。,非理性信念
CAT-PD,"0.77,0.80",1,我堅信如果按我的方式，世界會變得更好。,僵化
CAT-PD,"0.85,0.81",1,我相信自己總是對的。,誇大
CAT-PD,"0.85,0.81",1,我相信自己比他人優越。,誇大
CAT-PD,"0.77,0.80",1,我相信大多數問題只有一個正確答案。,僵化
CAT-PD,"0.83,0.88",-1,我相信人們基本上是誠實和善良的。,不信任
CAT-PD,"0.83,0.88",1,我相信遲早人們總會讓你失望。,不信任
CAT-PD,"0.83,0.84",1,我對人發號施令。,支配性
CAT-PD,"0.83,0.84",1,我能用意念控制物體。,非理性信念
CAT-PD,"0.83,0.84",1,我能預測事件的結果。,非理性信念
CAT-PD,"0.83,0.86",-1,我在壓力下能保持冷靜。,情感不穩定
CAT-PD,"0.83,0.84",1,我能看到未來。,非理性信念
CAT-PD,"0.85,0.83",1,我不關心他人的需求。,冷漠
CAT-PD,"0.82,0.85",1,我無法被指望完成事情。,不負責任
CAT-PD,"0.85,0.83",-1,我關心他人。,冷漠
CAT-PD,"0.88,0.85",1,我作弊以求進步。,操縱性
CAT-PD,"0.83,0.89",1,我可以輕易地沒有性生活。,浪漫冷淡
CAT-PD,"0.88,0.85",1,我欺騙人們。,操縱性
CAT-PD,"0.85,0.81",1,我值得他人的特殊對待。,誇大
CAT-PD,"0.88,0.88",1,我不喜歡自己。,憂鬱
CAT-PD,"0.85,0.83",1,我不在乎我的行為如何影響他人。,冷漠
CAT-PD,"0.83,0.87",1,我對人們沒有親密感。,社交退縮
CAT-PD,"0.77,0.80",1,我不喜歡閱讀或聽取違背我思考方式的意見。,僵化
CAT-PD,"0.82,0.84",1,我做事不考慮後果。,非計劃性
CAT-PD,"0.81,0.85",1,在一切完美之前我不認為任務完成了。,完美主義
CAT-PD,"0.82,0.83",-1,我不喜歡成為焦點。,表現慾
CAT-PD,"0.83,0.85",-1,我不會讓小事激怒我。,憤怒
CAT-PD,"0.85,0.81",1,我不認為我應該像他人一樣排隊等候。,誇大
CAT-PD,"0.83,0.89",1,我不太想性。,浪漫冷淡
CAT-PD,"0.82,0.88",1,我容易失去思緒。,認知問題
CAT-PD,"0.82,0.87",1,我喜歡一場好的鬥毆。,敵意攻擊
CAT-PD,"0.82,0.83",1,我喜歡與陌生人調情。,表現慾
CAT-PD,"0.83,0.87",-1,我喜歡參加社交聚會。,社交退縮
CAT-PD,"0.83,0.89",-1,我強烈享受性經驗。,浪漫冷淡
CAT-PD,"0.81,0.85",1,我期待完美。,完美主義
CAT-PD,"0.84,0.82",1,我有時覺得我離開了身體，在物理自我之外。,異常經驗
CAT-PD,"0.83,0.87",-1,我在人群中感到自在。,社交退縮
CAT-PD,"0.82,0.83",1,我覺得我的想像力可以奔放。,幻想傾向
CAT-PD,"0.83,0.88",1,我覺得人們經常想從我這裡得到什麼。,不信任
CAT-PD,"0.83,0.85",1,我覺得我的焦慮壓倒了我。,焦慮
CAT-PD,"0.87,0.86",1,我覺得割傷自己能讓我感覺更好。,自殘
CAT-PD,"0.83,0.85",1,我覺得我的擔憂和焦慮失控了。,焦慮
CAT-PD,"0.84,0.89",1,我覺得沒有什麼能讓我感覺良好。,快感缺失
CAT-PD,"0.85,0.81",1,我覺得他人不如我。,誇大
CAT-PD,"0.83,0.88",1,我覺得他人想要傷害我。,不信任
CAT-PD,"0.83,0.87",1,我發現很難接近他人。,社交退縮
CAT-PD,"0.77,0.80",1,我發現很難在政策辯論中妥協。,僵化
CAT-PD,"0.77,0.80",1,我發現很難將不同於我的意見視為有效。,僵化
CAT-PD,"0.84,0.89",1,我發現沒有什麼讓我興奮。,快感缺失
